filename,bl,fl,flag,ic,mal,none,oafl,oahs,pl,vsit
flag58_00009,0,0,0,0,0,1,0,0,0,0
flag58_00010,0,0,0,0,0,1,0,0,0,0
flag58_00011,0,0,1,0,0,0,0,0,0,0
flag58_00012,0,0,1,0,0,0,0,0,0,0
flag58_00013,0,0,1,0,0,0,0,0,0,0
flag58_00014,0,0,1,0,0,0,0,0,0,0
flag58_00015,0,0,1,0,0,0,0,0,0,0
flag58_00016,0,0,1,0,0,0,0,0,0,0
flag58_00017,0,0,1,0,0,0,0,0,0,0
flag58_00018,0,0,1,0,0,0,0,0,0,0
flag58_00019,0,0,1,0,0,0,0,0,0,0
flag58_00020,0,0,1,0,0,0,0,0,0,0
flag58_00021,0,0,1,0,0,0,0,0,0,0
flag58_00022,0,0,1,0,0,0,0,0,0,0
flag58_00023,0,0,1,0,0,0,0,0,0,0
flag58_00024,0,0,1,0,0,0,0,0,0,0
flag58_00025,0,0,1,0,0,0,0,0,0,0
flag58_00026,0,0,1,0,0,0,0,0,0,0
flag58_00027,0,0,1,0,0,0,0,0,0,0
flag58_00028,0,0,1,0,0,0,0,0,0,0
flag58_00029,0,0,1,0,0,0,0,0,0,0
flag58_00030,0,0,1,0,0,0,0,0,0,0
flag58_00031,0,0,1,0,0,0,0,0,0,0
flag58_00032,0,0,1,0,0,0,0,0,0,0
flag58_00033,0,0,1,0,0,0,0,0,0,0
flag58_00034,0,0,1,0,0,0,0,0,0,0
flag58_00035,0,0,1,0,0,0,0,0,0,0
flag58_00036,0,0,1,0,0,0,0,0,0,0
flag58_00037,0,0,1,0,0,0,0,0,0,0
flag58_00038,0,0,1,0,0,0,0,0,0,0
flag58_00039,0,0,1,0,0,0,0,0,0,0
flag58_00040,0,0,1,0,0,0,0,0,0,0
flag58_00041,0,0,1,0,0,0,0,0,0,0
flag58_00042,0,0,1,0,0,0,0,0,0,0
flag58_00043,0,0,1,0,0,0,0,0,0,0
flag58_00044,0,0,1,0,0,0,0,0,0,0
flag58_00045,0,0,1,0,0,0,0,0,0,0
flag58_00046,0,0,1,0,0,0,0,0,0,0
flag58_00047,0,0,1,0,0,0,0,0,0,0
flag58_00048,0,0,1,0,0,0,0,0,0,0
flag58_00049,0,0,1,0,0,0,0,0,0,0
flag58_00050,0,0,1,0,0,0,0,0,0,0
flag58_00051,0,0,1,0,0,0,0,0,0,0
flag58_00052,0,0,1,0,0,0,0,0,0,0
flag58_00053,0,0,1,0,0,0,0,0,0,0
flag58_00054,0,0,1,0,0,0,0,0,0,0
flag58_00055,0,0,1,0,0,0,0,0,0,0
flag58_00056,0,0,1,0,0,0,0,0,0,0
flag58_00057,0,0,1,0,0,0,0,0,0,0
flag58_00058,0,0,1,0,0,0,0,0,0,0
flag58_00059,0,0,1,0,0,0,0,0,0,0
flag58_00060,0,0,1,0,0,0,0,0,0,0
flag58_00061,0,0,1,0,0,0,0,0,0,0
flag58_00062,0,0,1,0,0,0,0,0,0,0
flag58_00063,0,0,1,0,0,0,0,0,0,0
flag58_00064,0,0,1,0,0,0,0,0,0,0
flag58_00065,0,0,1,0,0,0,0,0,0,0
flag58_00066,0,0,1,0,0,0,0,0,0,0
flag58_00067,0,0,1,0,0,0,0,0,0,0
flag58_00068,0,0,1,0,0,0,0,0,0,0
flag58_00069,0,0,1,0,0,0,0,0,0,0
flag58_00070,0,0,1,0,0,0,0,0,0,0
flag58_00071,0,0,1,0,0,0,0,0,0,0
flag58_00072,0,0,1,0,0,0,0,0,0,0
flag58_00073,0,0,1,0,0,0,0,0,0,0
flag58_00074,0,0,1,0,0,0,0,0,0,0
flag58_00075,0,0,1,0,0,0,0,0,0,0
flag58_00076,0,0,1,0,0,0,0,0,0,0
flag58_00077,0,0,1,0,0,0,0,0,0,0
flag58_00078,0,0,1,0,0,0,0,0,0,0
flag58_00079,0,0,1,0,0,0,0,0,0,0
flag58_00080,0,0,1,0,0,0,0,0,0,0
flag58_00081,0,0,1,0,0,0,0,0,0,0
flag58_00082,0,0,1,0,0,0,0,0,0,0
flag58_00083,0,0,1,0,0,0,0,0,0,0
flag58_00084,0,0,1,0,0,0,0,0,0,0
flag58_00085,0,0,1,0,0,0,0,0,0,0
flag58_00086,0,0,1,0,0,0,0,0,0,0
flag58_00087,0,0,1,0,0,0,0,0,0,0
flag58_00088,0,0,1,0,0,0,0,0,0,0
flag58_00089,0,0,1,0,0,0,0,0,0,0
flag58_00090,0,0,1,0,0,0,0,0,0,0
flag58_00091,0,0,1,0,0,0,0,0,0,0
flag58_00092,0,0,1,0,0,0,0,0,0,0
flag58_00093,0,0,1,0,0,0,0,0,0,0
flag58_00094,0,0,1,0,0,0,0,0,0,0
flag58_00095,0,0,1,0,0,0,0,0,0,0
flag58_00096,0,0,1,0,0,0,0,0,0,0
flag58_00097,0,0,1,0,0,0,0,0,0,0
flag58_00098,0,0,1,0,0,0,0,0,0,0
flag58_00099,0,0,1,0,0,0,0,0,0,0
flag58_00100,0,0,1,0,0,0,0,0,0,0
flag58_00101,0,0,1,0,0,0,0,0,0,0
flag58_00102,0,0,1,0,0,0,0,0,0,0
flag58_00103,0,0,1,0,0,0,0,0,0,0
flag58_00104,0,0,1,0,0,0,0,0,0,0
flag58_00105,0,0,1,0,0,0,0,0,0,0
flag58_00106,0,0,1,0,0,0,0,0,0,0
flag58_00107,0,0,1,0,0,0,0,0,0,0
flag58_00108,0,0,1,0,0,0,0,0,0,0
flag58_00109,0,0,1,0,0,0,0,0,0,0
flag58_00110,0,0,1,0,0,0,0,0,0,0
flag58_00111,0,0,1,0,0,0,0,0,0,0
flag58_00112,0,0,1,0,0,0,0,0,0,0
flag58_00113,0,0,1,0,0,0,0,0,0,0
flag58_00114,0,0,1,0,0,0,0,0,0,0
flag58_00115,0,0,1,0,0,0,0,0,0,0
flag58_00116,0,0,1,0,0,0,0,0,0,0
flag58_00117,0,0,1,0,0,0,0,0,0,0
flag58_00118,0,0,1,0,0,0,0,0,0,0
flag58_00119,0,0,1,0,0,0,0,0,0,0
flag58_00120,0,0,1,0,0,0,0,0,0,0
flag58_00121,0,0,1,0,0,0,0,0,0,0
flag58_00122,0,0,1,0,0,0,0,0,0,0
flag58_00123,0,0,1,0,0,0,0,0,0,0
flag58_00124,0,0,1,0,0,0,0,0,0,0
flag58_00125,0,0,1,0,0,0,0,0,0,0
flag58_00126,0,0,1,0,0,0,0,0,0,0
flag58_00127,0,0,1,0,0,0,0,0,0,0
flag58_00128,0,0,1,0,0,0,0,0,0,0
flag58_00129,0,0,1,0,0,0,0,0,0,0
flag58_00130,0,0,1,0,0,0,0,0,0,0
flag58_00131,0,0,1,0,0,0,0,0,0,0
flag58_00132,0,0,1,0,0,0,0,0,0,0
flag58_00133,0,0,1,0,0,0,0,0,0,0
flag58_00134,0,0,1,0,0,0,0,0,0,0
flag58_00135,0,0,1,0,0,0,0,0,0,0
flag58_00136,0,0,1,0,0,0,0,0,0,0
flag58_00137,0,0,1,0,0,0,0,0,0,0
flag58_00138,0,0,1,0,0,0,0,0,0,0
flag58_00139,0,0,1,0,0,0,0,0,0,0
flag58_00140,0,0,1,0,0,0,0,0,0,0
flag58_00141,0,0,1,0,0,0,0,0,0,0
flag58_00142,0,0,1,0,0,0,0,0,0,0
flag58_00143,0,0,1,0,0,0,0,0,0,0
flag58_00144,0,0,1,0,0,0,0,0,0,0
flag58_00145,0,0,1,0,0,0,0,0,0,0
flag58_00146,0,0,1,0,0,0,0,0,0,0
flag58_00147,0,0,1,0,0,0,0,0,0,0
flag58_00148,0,0,1,0,0,0,0,0,0,0
flag58_00149,0,0,1,0,0,0,0,0,0,0
flag58_00150,0,0,1,0,0,0,0,0,0,0
flag58_00151,0,0,1,0,0,0,0,0,0,0
flag58_00152,0,0,1,0,0,0,0,0,0,0
flag58_00153,0,0,1,0,0,0,0,0,0,0
flag58_00154,0,0,1,0,0,0,0,0,0,0
flag58_00155,0,0,1,0,0,0,0,0,0,0
flag58_00156,0,0,1,0,0,0,0,0,0,0
flag58_00157,0,0,1,0,0,0,0,0,0,0
flag58_00158,0,0,1,0,0,0,0,0,0,0
flag58_00159,0,0,1,0,0,0,0,0,0,0
flag58_00160,0,0,1,0,0,0,0,0,0,0
flag58_00161,0,0,1,0,0,0,0,0,0,0
flag58_00162,0,0,1,0,0,0,0,0,0,0
flag58_00163,0,0,1,0,0,0,0,0,0,0
flag58_00164,0,0,1,0,0,0,0,0,0,0
flag58_00165,0,0,1,0,0,0,0,0,0,0
flag58_00166,0,0,1,0,0,0,0,0,0,0
flag58_00167,0,0,1,0,0,0,0,0,0,0
flag58_00168,0,0,1,0,0,0,0,0,0,0
flag58_00169,0,0,1,0,0,0,0,0,0,0
flag58_00170,0,0,1,0,0,0,0,0,0,0
flag58_00171,0,0,1,0,0,0,0,0,0,0
flag58_00172,0,0,1,0,0,0,0,0,0,0
flag58_00173,0,0,1,0,0,0,0,0,0,0
flag58_00174,0,0,1,0,0,0,0,0,0,0
flag58_00175,0,0,1,0,0,0,0,0,0,0
flag58_00176,0,0,1,0,0,0,0,0,0,0
flag58_00177,0,0,1,0,0,0,0,0,0,0
flag58_00178,0,0,1,0,0,0,0,0,0,0
flag58_00179,0,0,1,0,0,0,0,0,0,0
flag58_00180,0,0,1,0,0,0,0,0,0,0
flag58_00181,0,0,1,0,0,0,0,0,0,0
flag58_00182,0,0,1,0,0,0,0,0,0,0
flag58_00183,0,0,1,0,0,0,0,0,0,0
flag58_00184,0,0,1,0,0,0,0,0,0,0
flag58_00185,0,0,1,0,0,0,0,0,0,0
flag58_00186,0,0,1,0,0,0,0,0,0,0
flag58_00187,0,0,1,0,0,0,0,0,0,0
flag58_00188,0,0,1,0,0,0,0,0,0,0
flag58_00189,0,0,1,0,0,0,0,0,0,0
flag58_00190,0,0,1,0,0,0,0,0,0,0
flag58_00191,0,0,1,0,0,0,0,0,0,0
flag58_00192,0,0,1,0,0,0,0,0,0,0
flag58_00193,0,0,1,0,0,0,0,0,0,0
flag58_00194,0,0,1,0,0,0,0,0,0,0
flag58_00195,0,0,1,0,0,0,0,0,0,0
flag58_00196,0,0,1,0,0,0,0,0,0,0
flag58_00197,0,0,1,0,0,0,0,0,0,0
flag58_00198,0,0,1,0,0,0,0,0,0,0
flag58_00199,0,0,1,0,0,0,0,0,0,0
flag58_00200,0,0,1,0,0,0,0,0,0,0
flag58_00201,0,0,1,0,0,0,0,0,0,0
flag58_00202,0,0,1,0,0,0,0,0,0,0
flag58_00203,0,0,1,0,0,0,0,0,0,0
flag58_00204,0,0,0,0,0,1,0,0,0,0
flag58_00205,0,0,0,0,0,1,0,0,0,0
flag58_00206,0,0,0,0,0,1,0,0,0,0
flag58_00207,0,0,0,0,0,1,0,0,0,0
flag58_00208,0,0,0,0,0,1,0,0,0,0
flag58_00209,0,0,0,0,0,1,0,0,0,0
flag58_00210,0,0,0,0,0,1,0,0,0,0
flag58_00211,0,0,0,0,0,1,0,0,0,0
flag58_00212,0,0,0,0,0,1,0,0,0,0
flag58_00213,0,0,0,0,0,1,0,0,0,0
flag58_00214,0,0,0,0,0,1,0,0,0,0
flag58_00215,0,0,0,0,0,1,0,0,0,0
flag58_00216,0,0,0,0,0,1,0,0,0,0
flag58_00217,0,0,0,0,0,1,0,0,0,0
flag58_00218,0,0,0,0,0,1,0,0,0,0
flag58_00219,0,0,0,0,0,1,0,0,0,0
flag58_00220,0,0,0,0,0,1,0,0,0,0
flag58_00221,0,0,0,0,0,1,0,0,0,0
flag58_00222,0,0,0,0,0,1,0,0,0,0
flag58_00223,0,0,0,0,0,1,0,0,0,0
flag58_00224,0,0,0,0,0,1,0,0,0,0
flag58_00225,0,0,0,0,0,1,0,0,0,0
flag58_00226,0,0,0,0,0,1,0,0,0,0
flag58_00227,0,0,0,0,0,1,0,0,0,0
flag58_00228,0,0,0,0,0,1,0,0,0,0
flag58_00229,0,0,0,0,0,1,0,0,0,0
flag58_00230,0,0,0,0,0,1,0,0,0,0
flag58_00231,0,0,0,0,0,1,0,0,0,0
flag58_00232,0,0,0,0,0,1,0,0,0,0
flag58_00233,0,0,0,0,0,1,0,0,0,0
flag58_00234,0,0,0,0,0,1,0,0,0,0
flag58_00235,0,0,0,0,0,1,0,0,0,0
flag58_00236,0,0,0,0,0,1,0,0,0,0
flag58_00237,0,0,0,0,0,1,0,0,0,0
flag59_00000,0,0,0,0,0,1,0,0,0,0
flag59_00001,0,0,0,0,0,1,0,0,0,0
flag59_00002,0,0,0,0,0,1,0,0,0,0
flag59_00003,0,0,0,0,0,1,0,0,0,0
flag59_00004,0,0,0,0,0,1,0,0,0,0
flag59_00005,0,0,0,0,0,1,0,0,0,0
flag59_00006,0,0,0,0,0,1,0,0,0,0
flag59_00007,0,0,0,0,0,1,0,0,0,0
flag59_00008,0,0,0,0,0,1,0,0,0,0
flag59_00009,0,0,0,0,0,1,0,0,0,0
flag59_00010,0,0,0,0,0,1,0,0,0,0
flag59_00011,0,0,0,0,0,1,0,0,0,0
flag59_00012,0,0,0,0,0,1,0,0,0,0
flag59_00013,0,0,0,0,0,1,0,0,0,0
flag59_00014,0,0,0,0,0,1,0,0,0,0
flag59_00015,0,0,0,0,0,1,0,0,0,0
flag59_00016,0,0,0,0,0,1,0,0,0,0
flag59_00017,0,0,0,0,0,1,0,0,0,0
flag59_00018,0,0,0,0,0,1,0,0,0,0
flag59_00019,0,0,0,0,0,1,0,0,0,0
flag59_00020,0,0,0,0,0,1,0,0,0,0
flag59_00021,0,0,0,0,0,1,0,0,0,0
flag59_00022,0,0,0,0,0,1,0,0,0,0
flag59_00023,0,0,0,0,0,1,0,0,0,0
flag59_00024,0,0,0,0,0,1,0,0,0,0
flag59_00025,0,0,0,0,0,1,0,0,0,0
flag59_00026,0,0,0,0,0,1,0,0,0,0
flag59_00027,0,0,0,0,0,1,0,0,0,0
flag59_00028,0,0,0,0,0,1,0,0,0,0
flag59_00029,0,0,0,0,0,1,0,0,0,0
flag59_00030,0,0,0,0,0,1,0,0,0,0
flag59_00031,0,0,0,0,0,1,0,0,0,0
flag59_00032,0,0,0,0,0,1,0,0,0,0
flag59_00033,0,0,1,0,0,0,0,0,0,0
flag59_00034,0,0,1,0,0,0,0,0,0,0
flag59_00035,0,0,1,0,0,0,0,0,0,0
flag59_00036,0,0,1,0,0,0,0,0,0,0
flag59_00037,0,0,1,0,0,0,0,0,0,0
flag59_00038,0,0,1,0,0,0,0,0,0,0
flag59_00039,0,0,1,0,0,0,0,0,0,0
flag59_00040,0,0,1,0,0,0,0,0,0,0
flag59_00041,0,0,1,0,0,0,0,0,0,0
flag59_00042,0,0,1,0,0,0,0,0,0,0
flag59_00043,0,0,1,0,0,0,0,0,0,0
flag59_00044,0,0,1,0,0,0,0,0,0,0
flag59_00045,0,0,1,0,0,0,0,0,0,0
flag59_00046,0,0,1,0,0,0,0,0,0,0
flag59_00047,0,0,1,0,0,0,0,0,0,0
flag59_00048,0,0,1,0,0,0,0,0,0,0
flag59_00049,0,0,1,0,0,0,0,0,0,0
flag59_00050,0,0,1,0,0,0,0,0,0,0
flag59_00051,0,0,1,0,0,0,0,0,0,0
flag59_00052,0,0,1,0,0,0,0,0,0,0
flag59_00053,0,0,1,0,0,0,0,0,0,0
flag59_00054,0,0,1,0,0,0,0,0,0,0
flag59_00055,0,0,1,0,0,0,0,0,0,0
flag59_00056,0,0,1,0,0,0,0,0,0,0
flag59_00057,0,0,1,0,0,0,0,0,0,0
flag59_00058,0,0,1,0,0,0,0,0,0,0
flag59_00059,0,0,1,0,0,0,0,0,0,0
flag59_00060,0,0,1,0,0,0,0,0,0,0
flag59_00061,0,0,1,0,0,0,0,0,0,0
flag59_00062,0,0,1,0,0,0,0,0,0,0
flag59_00063,0,0,1,0,0,0,0,0,0,0
flag59_00064,0,0,1,0,0,0,0,0,0,0
flag59_00065,0,0,1,0,0,0,0,0,0,0
flag59_00066,0,0,1,0,0,0,0,0,0,0
flag59_00067,0,0,1,0,0,0,0,0,0,0
flag59_00068,0,0,1,0,0,0,0,0,0,0
flag59_00069,0,0,1,0,0,0,0,0,0,0
flag59_00070,0,0,1,0,0,0,0,0,0,0
flag59_00071,0,0,1,0,0,0,0,0,0,0
flag59_00072,0,0,1,0,0,0,0,0,0,0
flag59_00073,0,0,1,0,0,0,0,0,0,0
flag59_00074,0,0,1,0,0,0,0,0,0,0
flag59_00075,0,0,1,0,0,0,0,0,0,0
flag59_00076,0,0,1,0,0,0,0,0,0,0
flag59_00077,0,0,1,0,0,0,0,0,0,0
flag59_00078,0,0,1,0,0,0,0,0,0,0
flag59_00079,0,0,1,0,0,0,0,0,0,0
flag59_00080,0,0,1,0,0,0,0,0,0,0
flag59_00081,0,0,1,0,0,0,0,0,0,0
flag59_00082,0,0,1,0,0,0,0,0,0,0
flag59_00083,0,0,1,0,0,0,0,0,0,0
flag59_00084,0,0,1,0,0,0,0,0,0,0
flag59_00085,0,0,1,0,0,0,0,0,0,0
flag59_00086,0,0,1,0,0,0,0,0,0,0
flag59_00087,0,0,1,0,0,0,0,0,0,0
flag59_00088,0,0,1,0,0,0,0,0,0,0
flag59_00089,0,0,1,0,0,0,0,0,0,0
flag59_00090,0,0,1,0,0,0,0,0,0,0
flag59_00091,0,0,1,0,0,0,0,0,0,0
flag59_00092,0,0,1,0,0,0,0,0,0,0
flag59_00093,0,0,1,0,0,0,0,0,0,0
flag59_00094,0,0,1,0,0,0,0,0,0,0
flag59_00095,0,0,1,0,0,0,0,0,0,0
flag59_00096,0,0,1,0,0,0,0,0,0,0
flag59_00097,0,0,1,0,0,0,0,0,0,0
flag59_00098,0,0,1,0,0,0,0,0,0,0
flag59_00099,0,0,1,0,0,0,0,0,0,0
flag59_00100,0,0,1,0,0,0,0,0,0,0
flag59_00101,0,0,1,0,0,0,0,0,0,0
flag59_00102,0,0,1,0,0,0,0,0,0,0
flag59_00103,0,0,1,0,0,0,0,0,0,0
flag59_00104,0,0,1,0,0,0,0,0,0,0
flag59_00105,0,0,1,0,0,0,0,0,0,0
flag59_00106,0,0,1,0,0,0,0,0,0,0
flag59_00107,0,0,1,0,0,0,0,0,0,0
flag59_00108,0,0,1,0,0,0,0,0,0,0
flag59_00109,0,0,1,0,0,0,0,0,0,0
flag59_00110,0,0,1,0,0,0,0,0,0,0
flag59_00111,0,0,1,0,0,0,0,0,0,0
flag59_00112,0,0,1,0,0,0,0,0,0,0
flag59_00113,0,0,1,0,0,0,0,0,0,0
flag59_00114,0,0,1,0,0,0,0,0,0,0
flag59_00115,0,0,1,0,0,0,0,0,0,0
flag59_00116,0,0,1,0,0,0,0,0,0,0
flag59_00117,0,0,1,0,0,0,0,0,0,0
flag59_00118,0,0,1,0,0,0,0,0,0,0
flag59_00119,0,0,1,0,0,0,0,0,0,0
flag59_00120,0,0,1,0,0,0,0,0,0,0
flag59_00121,0,0,1,0,0,0,0,0,0,0
flag59_00122,0,0,1,0,0,0,0,0,0,0
flag59_00123,0,0,1,0,0,0,0,0,0,0
flag59_00124,0,0,1,0,0,0,0,0,0,0
flag59_00125,0,0,1,0,0,0,0,0,0,0
flag59_00126,0,0,1,0,0,0,0,0,0,0
flag59_00127,0,0,1,0,0,0,0,0,0,0
flag59_00128,0,0,1,0,0,0,0,0,0,0
flag59_00129,0,0,1,0,0,0,0,0,0,0
flag59_00130,0,0,1,0,0,0,0,0,0,0
flag59_00131,0,0,1,0,0,0,0,0,0,0
flag59_00132,0,0,1,0,0,0,0,0,0,0
flag59_00133,0,0,1,0,0,0,0,0,0,0
flag59_00134,0,0,1,0,0,0,0,0,0,0
flag59_00135,0,0,1,0,0,0,0,0,0,0
flag59_00136,0,0,1,0,0,0,0,0,0,0
flag59_00137,0,0,1,0,0,0,0,0,0,0
flag59_00138,0,0,1,0,0,0,0,0,0,0
flag59_00139,0,0,1,0,0,0,0,0,0,0
flag59_00140,0,0,1,0,0,0,0,0,0,0
flag59_00141,0,0,1,0,0,0,0,0,0,0
flag59_00142,0,0,1,0,0,0,0,0,0,0
flag59_00143,0,0,1,0,0,0,0,0,0,0
flag59_00144,0,0,1,0,0,0,0,0,0,0
flag59_00145,0,0,1,0,0,0,0,0,0,0
flag59_00146,0,0,1,0,0,0,0,0,0,0
flag59_00147,0,0,1,0,0,0,0,0,0,0
flag59_00148,0,0,1,0,0,0,0,0,0,0
flag59_00149,0,0,1,0,0,0,0,0,0,0
flag59_00150,0,0,1,0,0,0,0,0,0,0
flag59_00151,0,0,1,0,0,0,0,0,0,0
flag59_00152,0,0,1,0,0,0,0,0,0,0
flag59_00153,0,0,1,0,0,0,0,0,0,0
flag59_00154,0,0,1,0,0,0,0,0,0,0
flag59_00155,0,0,1,0,0,0,0,0,0,0
flag59_00156,0,0,1,0,0,0,0,0,0,0
flag59_00157,0,0,1,0,0,0,0,0,0,0
flag59_00158,0,0,1,0,0,0,0,0,0,0
flag59_00159,0,0,1,0,0,0,0,0,0,0
flag59_00160,0,0,1,0,0,0,0,0,0,0
flag59_00161,0,0,1,0,0,0,0,0,0,0
flag59_00162,0,0,1,0,0,0,0,0,0,0
flag59_00163,0,0,1,0,0,0,0,0,0,0
flag59_00164,0,0,1,0,0,0,0,0,0,0
flag59_00165,0,0,1,0,0,0,0,0,0,0
flag59_00166,0,0,1,0,0,0,0,0,0,0
flag59_00167,0,0,1,0,0,0,0,0,0,0
flag59_00168,0,0,1,0,0,0,0,0,0,0
flag59_00169,0,0,1,0,0,0,0,0,0,0
flag59_00170,0,0,0,0,0,1,0,0,0,0
flag59_00171,0,0,0,0,0,1,0,0,0,0
flag59_00172,0,0,0,0,0,1,0,0,0,0
flag59_00173,0,0,0,0,0,1,0,0,0,0
flag59_00174,0,0,0,0,0,1,0,0,0,0
flag59_00175,0,0,0,0,0,1,0,0,0,0
flag59_00176,0,0,0,0,0,1,0,0,0,0
flag59_00177,0,0,0,0,0,1,0,0,0,0
flag59_00178,0,0,0,0,0,1,0,0,0,0
flag59_00179,0,0,0,0,0,1,0,0,0,0
flag59_00180,0,0,0,0,0,1,0,0,0,0
flag59_00181,0,0,0,0,0,1,0,0,0,0
flag59_00182,0,0,0,0,0,1,0,0,0,0
flag59_00183,0,0,0,0,0,1,0,0,0,0
flag59_00184,0,0,0,0,0,1,0,0,0,0
flag59_00185,0,0,0,0,0,1,0,0,0,0
flag59_00186,0,0,0,0,0,1,0,0,0,0
flag59_00187,0,0,0,0,0,1,0,0,0,0
flag59_00188,0,0,0,0,0,1,0,0,0,0
flag59_00189,0,0,0,0,0,1,0,0,0,0
flag59_00190,0,0,0,0,0,1,0,0,0,0
flag59_00191,0,0,0,0,0,1,0,0,0,0
flag60_00000,0,0,0,0,0,1,0,0,0,0
flag60_00001,0,0,0,0,0,1,0,0,0,0
flag60_00002,0,0,0,0,0,1,0,0,0,0
flag60_00003,0,0,0,0,0,1,0,0,0,0
flag60_00004,0,0,0,0,0,1,0,0,0,0
flag60_00005,0,0,0,0,0,1,0,0,0,0
flag60_00006,0,0,0,0,0,1,0,0,0,0
flag60_00007,0,0,0,0,0,1,0,0,0,0
flag60_00008,0,0,0,0,0,1,0,0,0,0
flag60_00009,0,0,0,0,0,1,0,0,0,0
flag60_00010,0,0,0,0,0,1,0,0,0,0
flag60_00011,0,0,0,0,0,1,0,0,0,0
flag60_00012,0,0,0,0,0,1,0,0,0,0
flag60_00013,0,0,0,0,0,1,0,0,0,0
flag60_00014,0,0,0,0,0,1,0,0,0,0
flag60_00015,0,0,0,0,0,1,0,0,0,0
flag60_00016,0,0,0,0,0,1,0,0,0,0
flag60_00017,0,0,0,0,0,1,0,0,0,0
flag60_00018,0,0,0,0,0,1,0,0,0,0
flag60_00019,0,0,0,0,0,1,0,0,0,0
flag60_00020,0,0,0,0,0,1,0,0,0,0
flag60_00021,0,0,0,0,0,1,0,0,0,0
flag60_00022,0,0,0,0,0,1,0,0,0,0
flag60_00023,0,0,0,0,0,1,0,0,0,0
flag60_00024,0,0,1,0,0,0,0,0,0,0
flag60_00025,0,0,1,0,0,0,0,0,0,0
flag60_00026,0,0,1,0,0,0,0,0,0,0
flag60_00027,0,0,1,0,0,0,0,0,0,0
flag60_00028,0,0,1,0,0,0,0,0,0,0
flag60_00029,0,0,1,0,0,0,0,0,0,0
flag60_00030,0,0,1,0,0,0,0,0,0,0
flag60_00031,0,0,1,0,0,0,0,0,0,0
flag60_00032,0,0,1,0,0,0,0,0,0,0
flag60_00033,0,0,1,0,0,0,0,0,0,0
flag60_00034,0,0,1,0,0,0,0,0,0,0
flag60_00035,0,0,1,0,0,0,0,0,0,0
flag60_00036,0,0,1,0,0,0,0,0,0,0
flag60_00037,0,0,1,0,0,0,0,0,0,0
flag60_00038,0,0,1,0,0,0,0,0,0,0
flag60_00039,0,0,1,0,0,0,0,0,0,0
flag60_00040,0,0,1,0,0,0,0,0,0,0
flag60_00041,0,0,1,0,0,0,0,0,0,0
flag60_00042,0,0,1,0,0,0,0,0,0,0
flag60_00043,0,0,1,0,0,0,0,0,0,0
flag60_00044,0,0,1,0,0,0,0,0,0,0
flag60_00045,0,0,1,0,0,0,0,0,0,0
flag60_00046,0,0,1,0,0,0,0,0,0,0
flag60_00047,0,0,1,0,0,0,0,0,0,0
flag60_00048,0,0,1,0,0,0,0,0,0,0
flag60_00049,0,0,1,0,0,0,0,0,0,0
flag60_00050,0,0,1,0,0,0,0,0,0,0
flag60_00051,0,0,1,0,0,0,0,0,0,0
flag60_00052,0,0,1,0,0,0,0,0,0,0
flag60_00053,0,0,1,0,0,0,0,0,0,0
flag60_00054,0,0,1,0,0,0,0,0,0,0
flag60_00055,0,0,1,0,0,0,0,0,0,0
flag60_00056,0,0,1,0,0,0,0,0,0,0
flag60_00057,0,0,1,0,0,0,0,0,0,0
flag60_00058,0,0,1,0,0,0,0,0,0,0
flag60_00059,0,0,1,0,0,0,0,0,0,0
flag60_00060,0,0,1,0,0,0,0,0,0,0
flag60_00061,0,0,1,0,0,0,0,0,0,0
flag60_00062,0,0,1,0,0,0,0,0,0,0
flag60_00063,0,0,1,0,0,0,0,0,0,0
flag60_00064,0,0,1,0,0,0,0,0,0,0
flag60_00065,0,0,1,0,0,0,0,0,0,0
flag60_00066,0,0,1,0,0,0,0,0,0,0
flag60_00067,0,0,1,0,0,0,0,0,0,0
flag60_00068,0,0,1,0,0,0,0,0,0,0
flag60_00069,0,0,1,0,0,0,0,0,0,0
flag60_00070,0,0,1,0,0,0,0,0,0,0
flag60_00071,0,0,1,0,0,0,0,0,0,0
flag60_00072,0,0,1,0,0,0,0,0,0,0
flag60_00073,0,0,1,0,0,0,0,0,0,0
flag60_00074,0,0,1,0,0,0,0,0,0,0
flag60_00075,0,0,1,0,0,0,0,0,0,0
flag60_00076,0,0,1,0,0,0,0,0,0,0
flag60_00077,0,0,1,0,0,0,0,0,0,0
flag60_00078,0,0,1,0,0,0,0,0,0,0
flag60_00079,0,0,1,0,0,0,0,0,0,0
flag60_00080,0,0,1,0,0,0,0,0,0,0
flag60_00081,0,0,1,0,0,0,0,0,0,0
flag60_00082,0,0,1,0,0,0,0,0,0,0
flag60_00083,0,0,1,0,0,0,0,0,0,0
flag60_00084,0,0,1,0,0,0,0,0,0,0
flag60_00085,0,0,1,0,0,0,0,0,0,0
flag60_00086,0,0,1,0,0,0,0,0,0,0
flag60_00087,0,0,1,0,0,0,0,0,0,0
flag60_00088,0,0,1,0,0,0,0,0,0,0
flag60_00089,0,0,1,0,0,0,0,0,0,0
flag60_00090,0,0,1,0,0,0,0,0,0,0
flag60_00091,0,0,1,0,0,0,0,0,0,0
flag60_00092,0,0,1,0,0,0,0,0,0,0
flag60_00093,0,0,1,0,0,0,0,0,0,0
flag60_00094,0,0,1,0,0,0,0,0,0,0
flag60_00095,0,0,1,0,0,0,0,0,0,0
